Date,Equity,Commodity,Bond,ETF
2020-01-01,0.010434283060224654,0.023454438688291036,0.007096777182930011,0.012075416142499566
2020-01-02,-0.002265286023423693,0.04803541601175326,0.004723168414563844,-0.007867785744928002
2020-01-03,0.01345377076201385,-0.03466418934547853,0.00039815184960087063,-0.011872983251334608
2020-01-04,0.030960597128160506,0.014374230917264271,-0.0031346838885278694,0.0003493831388357193
2020-01-05,-0.00418306749446672,-0.01596606422804568,0.00359111656806795,-0.0021527693378739264
2020-01-06,-0.004182739138983611,-0.011878134594117407,0.0020674269271087485,-0.006398420739909127
2020-01-07,0.03208425631014783,-0.01450984810597173,0.004575966100138661,0.010845811711850731
2020-01-08,0.015848694583058175,-0.021299769241995403,0.003275859008409848,0.014729578128557661
2020-01-09,-0.008889487718699043,0.0015130406986206748,0.005347763576596676,0.00172610329437771
2020-01-10,0.011351200871719293,-0.020473752910275946,-0.00257617605780284,0.022562951215828922
2020-01-11,-0.008768353856249245,0.007061420644495971,0.006686970328171628,-0.016725336712002575
2020-01-12,-0.008814595071405137,-0.000955952736228424,0.0010879980234619984,-0.0025048918891957717
2020-01-13,0.005339245431320683,-0.005673701171660244,0.010476304363126328,-0.010352334809042074
2020-01-14,-0.03776560489315596,-0.02238909155103995,-0.0033459390904478394,-0.027598049256095897
2020-01-15,-0.03399835665026066,-0.01411928326420832,0.008779819015826246,-0.0008402102876404887
2020-01-16,-0.010745750584819453,0.0191847806456439,0.0010895539173132389,-0.001426212625749253
2020-01-17,-0.019756622406688476,0.01282292969060952,-0.0031570900180722416,0.023101746148631964
2020-01-18,0.0067849466519054775,-0.024138881119963776,-0.002319429170271608,0.009862175268321663
2020-01-19,-0.017660481510424222,0.002783307635730647,-0.001501736540971601,-0.014962802364938074
2020-01-20,-0.027746074026705835,0.019084678084294728,0.002220829732009582,0.028211388495012823
2020-01-21,0.02981297537843108,-0.0414351320280343,0.002714177440177498,0.018715505432880294
2020-01-22,-0.004015526009730713,0.013884004809498376,-0.002768500019692895,0.009131465552029237
2020-01-23,0.0018505640937584767,-0.01626559397364617,-2.1772961304914202e-05,-0.002997261482747478
2020-01-24,-0.027994963724269135,0.014564966714828985,0.010811351793059318,-0.013991588550852193
2020-01-25,-0.010387654490503653,-0.018781478913562924,0.008737715850503557,-0.005183101641065793
2020-01-26,0.002718451794197322,-0.044822052516612976,0.0022816183483701604,0.016731229295562786
2020-01-27,-0.022519871548446056,-0.04038856094707907,0.00029001739084100143,0.02866879458901913
2020-01-28,0.00801396036691344,0.00150212366653455,0.0007001566335913065,0.02354865292408283
2020-01-29,-0.0115127737983761,0.006793062543037047,0.003167589863652083,-0.006932741326794111
2020-01-30,-0.005333874995865536,-0.022307915627610215,-0.005013962825992028,-0.016394261499335167
2020-01-31,-0.01153413224458794,0.01626481146943435,-0.0011868826871167257,0.002513293703668059
2020-02-01,0.03754556369017876,-0.041238001556724,-0.00824292036938795,-0.026126590483442774
2020-02-02,0.0002300555052413217,-0.0013519949661829143,0.0020961156130263965,0.005247515712771722
2020-02-03,-0.020654218579118,-0.029975404994061414,0.0033359796985137054,-0.0018140387944800302
2020-02-04,0.01695089824206378,-0.01599590269505398,-0.0023159323114968697,-0.006590547528023633
